countryisocode,year,xlong,ylat,lny,lns,lnngd,ltrade
"EGY",1989,31.25,30.08,9.011661,-1.939638,-2.744617,23.01031
"ESP",1989,-3.69,40.44,10.79688,-1.310344,-2.769018,23.74035
"ETH",1989,38,9.03,6.819767,-1.560807,-2.540564,20.20385
"FIN",1989,24.98,60.2,10.77202,-1.145072,-2.74079,22.37311
"FRA",1989,2.43,48.88,10.97387,-1.518152,-2.789907,24.58212
"GBR",1989,-.18,51.49,10.73194,-1.698605,-2.738086,24.53322
"GRC",1989,23.65,38.12,10.69729,-1.519259,-2.936972,22.55822
"GTM",1989,-90.52,14.62,9.483951,-1.979065,-2.533136,21.31358
"HND",1989,-87.2,14.1,9.191579,-1.739687,-2.456683,21.20726
"IND",1989,77.22,28.57,8.200972,-1.579424,-2.625273,23.36405
"IRL",1989,-6.26,53.34,10.73497,-1.37351,-3.300893,22.27384
"ISR",1989,34.86,31.92,10.75801,-1.699021,-2.488253,22.24931
"ITA",1989,12.52,41.88,10.94653,-1.379472,-3.009429,24.56038
"JPN",1989,139.81,35.68,10.85415,-1.04437,-2.702198,24.70278
"KEN",1989,36.83,-1.17,8.032286,-2.049182,-2.414144,20.76262
"LKA",1989,80.09,7.02,8.382487,-1.520252,-2.690345,21.22146
"MAR",1989,-6.75,33.92,8.888199,-1.146381,-2.512913,21.5526
"MEX",1989,-99.13,19.43,10.37341,-1.657038,-2.482944,23.38969
"MUS",1989,59.57,-20.1,9.358242,-1.082336,-2.663544,20.32984
"NGA",1989,3.3,6.45,8.140186,-2.489819,-2.614766,22.4583
"NIC",1989,-86.27,12.15,8.844979,-1.535636,-2.410706,19.46115
"NLD",1989,4.89,52.37,10.97543,-1.529776,-2.801094,24.14483
"NOR",1989,10.72,59.93,11.05032,-1.369196,-3.295844,22.85198
"NZL",1989,175.14,-41.21,10.59601,-1.670767,-3.277746,21.71763
"PAK",1989,73.06,33.72,8.592422,-1.690455,-2.529203,22.43288
"PAN",1989,-79.4,8.95,9.514098,-3.136581,-2.300482,21.39777
"PER",1989,-76.82,-12.07,9.287969,-1.964186,-2.511335,21.4694
"PHL",1989,121.17,14.55,8.686599,-1.508291,-2.734829,22.92936
"PRT",1989,-9.13,38.73,10.32755,-1.361126,-2.733467,22.47628
"PRY",1989,-57.67,-25.22,9.106083,-1.550728,-2.501395,20.69777
"SLV",1989,-89.2,13.7,9.334007,-1.765005,-2.546839,20.19163
"SWE",1989,18.08,59.24,10.81453,-1.59814,-2.772192,23.17608
"THA",1989,100.55,13.75,8.824557,-.893923,-2.493852,23.62601
"TTO",1989,-61.49,10.64,10.26097,-1.476237,-3.303708,20.71404
"TUR",1989,32.85,39.93,9.690021,-1.757148,-2.523284,22.7209
"UGA",1989,32.58,.32,7.149977,-2.10035,-2.4204,19.4761
"URY",1989,-56.17,-34.92,9.53132,-1.906579,-2.864126,20.21975
"USA",1989,-76.95,38.89,11.02489,-1.634972,-2.689963,25.51034
"VEN",1989,-66.9,10.5,9.974973,-2.154146,-2.410088,22.60532
"ZAF",1989,28.22,-25.73,9.844941,-1.690603,-2.486189,22.81909
"ZAR",1989,15.47,-4.39,7.408627,-1.221613,-2.51718,20.3437
"ARG",1990,-58.41,-34.67,9.74067,-1.813717,-2.657361,22.33207
"AUS",1990,149.04,-35.35,10.86609,-1.52593,-2.55723,23.21909
"AUT",1990,16.32,48.2,11.00535,-1.348787,-2.628767,23.36041
"BEL",1990,4.37,50.84,11.0388,-1.304905,-2.836316,24.06995
"BOL",1990,-68.15,-16.5,8.846864,-2.442173,-2.577375,20.5221
"BRA",1990,-47.9,-15.79,9.593787,-1.710564,-2.565099,23.2726
"CAN",1990,-75.65,45.37,10.88393,-1.580268,-2.762782,24.35603
"CHE",1990,7.45,46.95,11.0042,-1.19108,-2.492124,23.39003
"CHL",1990,-70.65,-33.48,9.585867,-1.596612,-2.701873,21.97856
"COL",1990,-74.08,4.63,9.668822,-1.864905,-2.50309,22.04274
"CRI",1990,-84.08,9.93,9.874122,-1.587526,-2.470812,21.00225
"DNK",1990,12.55,55.72,10.73977,-1.555926,-2.789281,22.82172
"DOM",1990,-69.91,18.5,9.383098,-1.712972,-2.53615,21.40123
"ECU",1990,-78.52,-.23,9.368607,-1.564749,-2.485288,21.40804
"EGY",1990,31.25,30.08,9.05582,-1.981966,-2.689822,23.01472
"ESP",1990,-3.69,40.44,10.82343,-1.288899,-2.764112,23.81003
"ETH",1990,38,9.03,6.833448,-1.808342,-2.58726,19.96152
"FIN",1990,24.98,60.2,10.7603,-1.201475,-3.034414,22.3786
"FRA",1990,2.43,48.88,10.96726,-1.50933,-2.479856,24.6266
"GBR",1990,-.18,51.49,10.73298,-1.76841,-2.900325,24.56114
"GRC",1990,23.65,38.12,10.68558,-1.50279,-2.762926,22.59131
"GTM",1990,-90.52,14.62,9.492687,-2.02811,-2.563114,21.34154
"HND",1990,-87.2,14.1,9.154593,-1.702116,-2.491349,21.1949
"IND",1990,77.22,28.57,8.237462,-1.521443,-2.625895,23.43047
"IRL",1990,-6.26,53.34,10.80234,-1.244404,-2.652681,22.34057
"ISR",1990,34.86,31.92,10.8166,-1.546301,-2.633126,22.30089
"ITA",1990,12.52,41.88,10.95744,-1.361616,-2.773981,24.63969
"JPN",1990,139.81,35.68,10.89058,-1.02827,-2.676627,24.77661
"KEN",1990,36.83,-1.17,8.032692,-2.12511,-2.433868,20.87181
"LKA",1990,80.09,7.02,8.463577,-1.561993,-2.747813,21.25436
"MAR",1990,-6.75,33.92,8.903278,-1.129156,-2.549401,21.68079
"MEX",1990,-99.13,19.43,10.39749,-1.602381,-2.503868,23.5048
"MUS",1990,59.57,-20.1,9.420137,-.9704075,-2.685903,20.42365
"NGA",1990,3.3,6.45,8.223065,-2.25612,-2.607499,22.45982
"NIC",1990,-86.27,12.15,8.793277,-1.67898,-2.210832,19.50437
"NLD",1990,4.89,52.37,10.99044,-1.544834,-2.60739,24.19226
"NOR",1990,10.72,59.93,11.07487,-1.466314,-3.114402,22.91315
"NZL",1990,175.14,-41.21,10.5872,-1.761456,-2.797593,21.75789
"PAK",1990,73.06,33.72,8.607639,-1.685589,-2.515807,22.41377
"PAN",1990,-79.4,8.95,9.573373,-1.927896,-2.613173,21.55389
"PER",1990,-76.82,-12.07,9.211804,-1.78832,-2.410552,21.43287
"PHL",1990,121.17,14.55,8.711815,-1.412523,-2.552729,22.98771
"PRT",1990,-9.13,38.73,10.33102,-1.321279,-2.205226,22.59029
"PRY",1990,-57.67,-25.22,9.062228,-1.45403,-2.459688,21.03855
"SLV",1990,-89.2,13.7,9.307432,-2.113271,-2.583485,20.30919
"SWE",1990,18.08,59.24,10.80523,-1.592497,-2.769178,23.19113
"THA",1990,100.55,13.75,8.953984,-.7607744,-2.758648,23.80286
"TTO",1990,-61.49,10.64,10.24619,-1.526677,-2.464687,20.77576
"TUR",1990,32.85,39.93,9.786414,-1.678549,-2.758635,22.874
"UGA",1990,32.58,.32,7.195143,-2.145793,-2.483171,19.41584
"URY",1990,-56.17,-34.92,9.520944,-1.848151,-2.860042,20.25845
"USA",1990,-76.95,38.89,11.0262,-1.671103,-2.728469,25.56926
"VEN",1990,-66.9,10.5,10.00144,-2.300704,-2.426355,22.70137
"ZAF",1990,28.22,-25.73,9.813181,-1.840153,-2.452653,22.79025
"ZAR",1990,15.47,-4.39,7.127804,-2.273467,-2.489852,20.2323
